Created,ID,Applicant,Job title,Stage type,Stage name,Reject reason,Rejected at,Hired at,Referring site
2023-07-25T20:02:05.433Z,61888550,BOB WILLIAMS,"Dental Receptionist - Brooklyn, NY",inbox,Inbox,Lacking relevant experience,2023-07-26T10:53:39.139Z,,ZipRecruiter United States
2023-07-25T20:49:43.046Z,61891384,ALICE MOORE,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-26T10:47:31.171Z,,Indeed Direct Apply
2023-07-25T20:51:26.276Z,61891476,JANE TAYLOR,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-16T11:33:29.616Z,,Indeed Direct Apply
2023-07-25T23:14:54.190Z,61898104,BOB BROWN,Dental Revenue Cycle Manager,inbox,Inbox,Not Living In NYC,2023-07-27T12:02:06.609Z,,ZipRecruiter United States
2023-07-26T03:19:53.457Z,61904206,JANE MOORE,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-26T13:00:08.462Z,,Indeed Direct Apply
2023-07-26T03:22:17.449Z,61904248,GRACE DAVIS,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-26T12:56:49.142Z,,Indeed Direct Apply
2023-07-26T14:15:21.292Z,61951382,DIANA WILLIAMS,Dental Revenue Cycle Manager,inbox,Inbox,Not Living In NYC,2023-07-27T12:02:33.070Z,,Indeed Direct Apply
2023-07-27T00:13:55.786Z,61992432,EMMA DAVIS,Dental Receptionist,screening,Reviewing,Lacking relevant experience,2023-07-31T14:29:55.879Z,,Indeed Direct Apply
2023-07-27T01:33:48.489Z,61994279,ETHAN MOORE,Dental Receptionist,screening,Reviewing,Lacking relevant experience,2023-07-27T16:48:57.061Z,,Monster United States
2023-07-27T16:17:36.275Z,62057438,CHARLIE TAYLOR,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-27T16:47:08.392Z,,Indeed Direct Apply
2023-07-27T16:54:13.529Z,62059920,DIANA MOORE,Dental Receptionist,screening,Pending Response From Candidate,Lacking relevant experience,2023-08-21T10:52:01.784Z,,Indeed Direct Apply
2023-07-27T19:40:03.644Z,62070500,JANE TAYLOR,Dental Revenue Cycle Manager,inbox,Inbox,Lacking relevant experience,2023-07-28T10:46:59.825Z,,Indeed Direct Apply
2023-07-27T19:53:11.841Z,62071288,FRANK DAVIS,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-27T20:08:42.941Z,,
2023-07-27T19:56:37.682Z,62071493,GRACE MILLER,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-27T21:59:27.667Z,,
2023-07-27T23:24:22.361Z,62080821,BOB MOORE,Dental Revenue Cycle Manager,inbox,Inbox,Not Living In NYC,2023-07-28T10:47:21.253Z,,Indeed Direct Apply
2023-07-28T01:16:45.562Z,62083472,EMMA JOHNSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-08-01T11:24:59.343Z,,Indeed Direct Apply
2023-07-28T05:05:39.199Z,62087806,CHARLIE SMITH,Dental Revenue Cycle Manager,screening,Reviewing,Lacking relevant experience,2023-08-03T18:12:48.180Z,,Indeed Direct Apply
2023-07-28T06:37:51.142Z,62090505,DIANA MOORE,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Lacking relevant experience,2023-08-09T10:21:42.111Z,,Indeed Direct Apply
2023-07-28T08:36:58.508Z,62097014,GRACE WILSON,Dental Chairside Assistant,inbox,Inbox,Lacking relevant experience,2023-07-28T11:15:39.493Z,,Indeed Direct Apply
2023-07-28T16:45:58.502Z,62133334,CHARLIE SMITH,Dental Revenue Cycle Manager,inbox,Inbox,Not Living In NYC,2023-07-31T11:04:49.017Z,,Indeed Direct Apply
2023-07-28T17:58:33.141Z,62137042,ETHAN MOORE,Dental Receptionist,screening,Reviewing,Lacking relevant experience,2023-07-31T17:47:42.864Z,,Indeed Direct Apply
2023-07-28T18:52:51.820Z,62139489,CHARLIE JONES,Dental Chairside Assistant,inbox,Inbox,Lacking relevant experience,2023-07-31T10:56:11.292Z,,Indeed Direct Apply
2023-07-28T22:02:03.061Z,62147525,FRANK TAYLOR,Dental Revenue Cycle Manager,inbox,Inbox,Not Living In NYC,2023-07-31T11:07:03.890Z,,Indeed Direct Apply
2023-07-28T22:53:27.876Z,62148964,CHARLIE JOHNSON,Dental Revenue Cycle Manager,screening,Reviewing,Lacking relevant experience,2023-08-03T18:13:24.216Z,,Indeed Direct Apply
2023-07-28T22:58:22.321Z,62149077,GRACE WILLIAMS,Dental Office Manager,screening,Reviewing,Lacking relevant experience,2023-07-31T13:32:43.953Z,,Indeed Direct Apply
2023-07-28T23:03:25.038Z,62149220,EMMA SMITH,Dental Office Manager - Opportunity to expand your horizons,screening,Reviewing,,,,Indeed Direct Apply
2023-07-29T00:45:25.615Z,62151522,CHARLIE WILSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-31T10:59:53.313Z,,Indeed Direct Apply
2023-07-29T20:26:34.418Z,62185484,JANE JONES,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-31T11:00:55.343Z,,Indeed Direct Apply
2023-07-29T21:33:11.902Z,62187449,JOHN MOORE,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-31T11:02:14.085Z,,Indeed Direct Apply
2023-07-30T04:45:40.394Z,62194056,BOB WILSON,Dental Chairside Assistant,screening,Pending Response From Candidate,Never Responded,2023-08-21T10:51:40.911Z,,Indeed Direct Apply
2023-07-30T05:14:20.309Z,62194365,FRANK WILLIAMS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-31T11:03:34.772Z,,ZipRecruiter United States
2023-07-30T13:11:27.661Z,62209124,JOHN DAVIS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-31T13:32:05.568Z,,Indeed Direct Apply
2023-07-31T17:13:19.398Z,62305652,JOHN SMITH,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-31T17:30:02.110Z,,Indeed Direct Apply
2023-07-31T17:45:09.724Z,62308748,ETHAN SMITH,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-31T17:49:52.124Z,,Indeed Direct Apply
2023-07-31T18:30:41.672Z,62312674,DIANA DAVIS,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,Lacking relevant experience,2023-12-12T15:56:42.429Z,,Indeed Direct Apply
2023-07-31T18:54:22.482Z,62314706,GRACE JOHNSON,Dental Receptionist,screening,Pending Response From Candidate,No Show,2023-08-21T10:53:15.369Z,,ZipRecruiter United States
2023-07-31T19:42:18.162Z,62318838,JANE MILLER,Dental Receptionist,screening,Pending Response From Candidate,Never Responded,2023-08-21T10:52:17.624Z,,ZipRecruiter United States
2023-08-01T11:23:56.904Z,62369183,FRANK JOHNSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-08-02T10:54:35.155Z,,Indeed Direct Apply
2023-08-01T11:30:52.466Z,62369874,EMMA MOORE,Dental Receptionist,interview,Invite for Working Interview,Lacking relevant experience,2023-08-16T23:13:17.797Z,,Indeed Direct Apply
2023-08-01T13:37:33.977Z,62382717,ALICE WILSON,Dental Receptionist,inbox,Inbox,Failed Zoom interview,2023-08-01T14:20:17.959Z,,Indeed Direct Apply
2023-08-01T14:34:22.867Z,62388457,DIANA WILSON,Dental Office Manager,screening,Pending Response From Candidate,Never Responded,2023-08-22T16:55:13.493Z,,Indeed Direct Apply
2023-08-01T16:28:28.345Z,62399269,ETHAN DAVIS,Dental Office Manager,screening,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:05:02.165Z,,ZipRecruiter United States
2023-08-01T20:56:33.570Z,62417967,BOB MILLER,Dental Office Manager,inbox,Inbox,Resume Incomplete,2023-08-02T11:00:26.321Z,,Indeed Direct Apply
2023-08-01T21:40:03.724Z,62420262,DIANA TAYLOR,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:02:12.033Z,,Indeed Direct Apply
2023-08-01T22:47:24.901Z,62423104,ALICE JONES,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:01:50.023Z,,Indeed Direct Apply
2023-08-01T23:12:05.409Z,62423945,GRACE MILLER,Dental Office Manager,screening,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:03:22.082Z,,Indeed Direct Apply
2023-08-02T01:52:42.514Z,62428399,DIANA WILLIAMS,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:02:39.533Z,,Indeed Direct Apply
2023-08-02T03:25:09.190Z,62430310,ETHAN WILLIAMS,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:01:24.097Z,,Indeed Direct Apply
2023-08-02T09:04:10.044Z,62446413,ETHAN WILSON,Dental Office Manager,screening,Pending Feedback From Field,Lacking relevant experience,2023-08-02T12:04:04.371Z,,Indeed Direct Apply
2023-08-02T18:36:28.878Z,62499965,GRACE BROWN,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-08-03T13:09:15.050Z,,Indeed Direct Apply
2023-08-02T20:44:40.752Z,62509048,CHARLIE SMITH,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-08-03T12:12:16.772Z,,ZipRecruiter United States
2023-08-02T23:17:53.457Z,62516382,BOB JONES,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-08-03T11:15:58.409Z,,Indeed Direct Apply
2023-08-03T00:25:25.472Z,62518391,GRACE MILLER,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-08-03T12:01:27.566Z,,Indeed Direct Apply
2023-08-03T01:05:32.796Z,62519452,JOHN DAVIS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-08-03T12:00:42.963Z,,Indeed Direct Apply
2023-08-03T17:50:12.808Z,62583878,JOHN DAVIS,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-04T13:12:04.598Z,,Indeed Direct Apply
2023-08-04T02:24:28.472Z,62605856,GRACE MOORE,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-04T13:11:07.458Z,,Indeed Direct Apply
2023-08-04T04:22:51.331Z,62608044,EMMA JOHNSON,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-04T13:11:31.507Z,,Indeed Direct Apply
2023-08-04T19:04:45.539Z,62663613,GRACE TAYLOR,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Response From Candidate,Lacking relevant experience,2023-08-07T12:00:18.766Z,,Indeed Direct Apply
2023-08-04T23:54:18.100Z,62674768,EMMA MOORE,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:58:47.086Z,,Indeed Direct Apply
2023-08-05T00:10:46.177Z,62675137,JANE MOORE,Dental Chairside Assistant - Urgent,interview,Invite For Screening Zoom Interview,Lacking relevant experience,2023-08-09T14:51:44.290Z,,Indeed Direct Apply
2023-08-05T00:34:40.222Z,62675640,ALICE TAYLOR,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:58:01.059Z,,Indeed Direct Apply
2023-08-05T00:40:41.286Z,62675787,GRACE JONES,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Response From Candidate,Lacking relevant experience,2023-08-07T11:59:52.790Z,,Indeed Direct Apply
2023-08-05T00:46:19.634Z,62675893,FRANK MILLER,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:57:37.505Z,,Indeed Direct Apply
2023-08-05T01:51:49.957Z,62677040,ETHAN WILLIAMS,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:58:25.306Z,,Indeed Direct Apply
2023-08-05T02:12:15.940Z,62677323,CHARLIE MOORE,Dental Chairside Assistant - Urgent,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-07T11:55:09.068Z,,Indeed Direct Apply
2023-08-05T02:29:27.112Z,62677594,JANE JONES,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:56:54.247Z,,Indeed Direct Apply
2023-08-05T02:36:31.940Z,62677698,EMMA MOORE,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:57:17.846Z,,Indeed Direct Apply
2023-08-05T02:46:09.126Z,62677833,ETHAN TAYLOR,Dental Chairside Assistant - Urgent,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-07T11:55:57.099Z,,Indeed Direct Apply
2023-08-05T03:38:20.141Z,62678476,JOHN JOHNSON,Dental Billing Specialist,screening,Invite For Screening InterviewÂ ,More qualified candidate selected,2023-08-11T13:40:42.757Z,,Indeed Direct Apply
2023-08-05T03:40:18.401Z,62678497,JANE BROWN,Dental Billing Coordinator,screening,Invite For Screening Interview,More qualified candidate selected,2023-08-11T13:21:26.151Z,,Indeed Direct Apply
2023-08-05T04:21:08.482Z,62678944,JOHN WILLIAMS,Dental Billing Specialist,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-09T10:35:39.115Z,,Indeed Direct Apply
2023-08-05T15:59:40.247Z,62701259,EMMA BROWN,Dental Chairside Assistant - Urgent,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-07T11:55:43.771Z,,Indeed Direct Apply
2023-08-05T17:28:52.244Z,62704657,EMMA SMITH,Dental Billing Coordinator,screening,Pending Feeback From Field,Lacking relevant experience,2023-09-14T13:38:42.197Z,,Indeed Direct Apply
2023-08-05T19:57:14.206Z,62709790,JOHN WILSON,Dental Billing Specialist,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-09T15:01:18.933Z,,Indeed Direct Apply
2023-08-05T20:01:21.597Z,62709924,ETHAN MOORE,Foreign Trained Dentist - Treatment Coordinator,screening,Pending Feedback From Field,Lacking relevant experience,2023-08-07T13:13:09.518Z,,Indeed Direct Apply
2023-08-05T23:59:55.428Z,62716016,ETHAN WILLIAMS,Dental Billing Specialist,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-09T10:36:30.784Z,,Indeed Direct Apply
2023-08-06T11:57:46.099Z,62730631,FRANK WILSON,Dental Chairside Assistant - Urgent,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-07T11:55:25.761Z,,Indeed Direct Apply
2023-08-06T17:05:47.997Z,62744121,JOHN DAVIS,Dental Office Manager,screening,Pending Feedback From Field,Never Responded,2023-09-14T13:40:50.691Z,,Indeed Direct Apply
2023-08-06T22:03:40.868Z,62756898,DIANA MOORE,Dental Office Manager,screening,Pending Feedback From Field,Lacking relevant experience,2023-08-07T11:59:16.354Z,,Indeed Direct Apply
2023-08-07T12:15:32.749Z,62805878,JOHN TAYLOR,Dental Billing Coordinator,screening,Not a Fit,Lacking relevant experience,2023-08-16T13:18:12.219Z,,Indeed Direct Apply
2023-08-07T13:37:24.618Z,62814059,ALICE JONES,Dental Chairside Assistant - Urgent,screening,Pending Response From Candidate,Never Responded,2023-08-30T21:25:49.950Z,,Indeed Direct Apply
2023-08-07T17:39:56.290Z,62837180,EMMA JOHNSON,Dental Billing Specialist,screening,Pending Response From Candidate,Never Responded,2023-09-14T13:40:13.678Z,,Indeed Direct Apply
2023-08-07T20:39:03.019Z,62849709,GRACE BROWN,Dental Receptionist,screening,Pending Response From Candidate,Lacking relevant experience,2023-08-08T21:09:57.863Z,,Indeed Direct Apply
2023-08-07T23:14:21.278Z,62857143,ALICE MILLER,Dental Billing Coordinator,offer,Pending Response For Candidate,Never Responded,2023-08-22T13:44:05.066Z,,Indeed Direct Apply
2023-08-08T02:59:01.467Z,62862494,ALICE MILLER,Dental Orthodontic Assistant,offer,Pending From CandidateÂ ,Lacking relevant experience,2023-08-08T21:10:42.206Z,,Indeed Direct Apply
2023-08-08T03:41:29.483Z,62863287,ALICE BROWN,Dental Chairside Assistant - Urgent,screening,Pending Response From Candidate,Never Responded,2023-08-30T21:28:01.630Z,,Indeed Direct Apply
2023-08-08T05:51:03.756Z,62866127,CHARLIE WILSON,Dental Orthodontic Assistant,offer,Pending From CandidateÂ ,Lacking relevant experience,2023-08-08T21:11:06.807Z,,Indeed Direct Apply
2023-08-08T16:34:07.756Z,62923818,GRACE DAVIS,Foreign Trained Dentist For Treatment Plan Supervisor,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-09T10:38:02.226Z,,Indeed Direct Apply
2023-08-08T18:08:41.001Z,62931014,EMMA MOORE,Dental Billing Specialist,screening,Pending Feeback From Field,Lacking relevant experience,2023-09-14T13:39:20.699Z,,Indeed Direct Apply
2023-08-08T18:19:39.209Z,62931764,FRANK BROWN,Dental Billing Coordinator,screening,Pending Feeback From Field,Lacking relevant experience,2023-09-14T13:38:34.620Z,,Indeed Direct Apply
2023-08-08T21:33:52.334Z,62944130,GRACE BROWN,Dental Chairside Assistant - Urgent,screening,Pending Response From Candidate,Never Responded,2023-08-30T21:27:35.309Z,,Indeed Direct Apply
2023-08-09T14:21:26.169Z,63002638,FRANK DAVIS,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-08-17T11:20:55.022Z,,Indeed Direct Apply
2023-08-09T14:25:12.620Z,63003006,ETHAN MOORE,Foreign Trained Dentist - Treatment Coordinator,screening,Pending Feedback From Field,Lacking relevant experience,2023-09-13T23:17:28.252Z,,Indeed Direct Apply
2023-08-09T14:48:43.324Z,63005237,CHARLIE SMITH,Dental Chairside Assistant - Urgent,inbox,Inbox,Lacking relevant experience,2023-08-09T14:51:24.211Z,,Indeed Direct Apply
2023-08-09T15:33:28.337Z,63009831,ETHAN TAYLOR,Dental Chairside Assistant - Urgent,screening,Pending Feeback From Field,Lacking relevant experience,2023-09-06T14:22:07.961Z,,Indeed Direct Apply
2023-08-09T15:44:43.196Z,63010868,FRANK MOORE,Dental Billing Specialist,screening,Not a Fit,Lacking relevant experience,2023-08-16T13:15:13.798Z,,Indeed Direct Apply
2023-08-09T19:31:20.421Z,63027401,JANE JOHNSON,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-09T22:36:57.051Z,,Indeed Direct Apply
2023-08-10T02:44:24.689Z,63044563,GRACE JOHNSON,Dental Office Manager,screening,Pending Response From Candidate,Never Responded,2023-08-22T16:55:26.126Z,,Indeed Direct Apply
2023-08-10T16:12:06.486Z,63099325,GRACE SMITH,Dental Billing Coordinator,offer,Pending Response For Candidate,,,,Indeed Direct Apply
2023-08-10T17:26:53.097Z,63104473,JANE JONES,Dental Chairside Assistant - Urgent,inbox,Inbox,Lacking relevant experience,2023-08-10T18:04:15.645Z,,Indeed Direct Apply
2023-08-11T00:40:40.498Z,63125519,ALICE WILSON,Dental Chairside Assistant - Urgent,screening,Pending Response From Candidate,Never Responded,2023-08-30T21:26:22.460Z,,Indeed Direct Apply
2023-08-11T01:42:27.215Z,63126881,EMMA WILLIAMS,Dental Chairside Assistant - Urgent,screening,Pending Response From Candidate,Lacking relevant experience,2023-08-30T21:27:07.554Z,,Indeed Direct Apply
2023-08-11T01:50:58.780Z,63127048,JOHN WILLIAMS,Dental Chairside Assistant - Urgent,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-17T13:59:09.835Z,,Indeed Direct Apply
2023-08-11T14:41:39.066Z,63168346,FRANK WILSON,General Dentist,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-08-11T17:33:06.454Z,63179839,JANE WILLIAMS,Dental Orthodontic Assistant,hired,Hired,,,2023-09-14T16:43:30.785Z,ZipRecruiter United States
2023-08-11T18:45:24.138Z,63183593,FRANK SMITH,Dental Billing Coordinator,screening,Not a Fit,Lacking relevant experience,2023-08-16T13:19:11.534Z,,Indeed Direct Apply
2023-08-11T19:09:09.007Z,63184838,BOB WILSON,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Feeback From Field,Lacking relevant experience,2023-09-06T15:07:37.865Z,,Google_jobs_apply
2023-08-11T19:56:40.621Z,63186921,DIANA BROWN,Dental Orthodontic Assistant,screening,Pending Feeback From Field,Lacking relevant experience,2023-09-14T16:43:35.092Z,,ZipRecruiter United States
2023-08-11T20:46:04.932Z,63189119,EMMA BROWN,General Dentist,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-08-12T08:50:29.628Z,63205282,BOB MOORE,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Feeback From Field,,,,Indeed Direct Apply
